wandb: Detected [huggingface_hub.inference] in use.
wandb: Use W&B Weave for improved LLM call tracing. Weave is installed but not imported. Add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/

================================================================================
Training Configuration: config6_r4_alpha8_lr2e4
GPU: 1 | LoRA r: 4 | LoRA alpha: 8 | LR: 0.0002
Batch size: 2 | Grad accum: 4
Max seq length: 1024 | Samples: 10000
Training duration: 3 epochs
================================================================================

Loading model and tokenizer...
==((====))==  Unsloth 2025.10.8: Fast Llama patching. Transformers: 4.56.2.
   \\   /|    NVIDIA GeForce RTX 5060 Ti. Num GPUs = 1. Max memory: 15.477 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 12.0. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = None. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Loading dataset...
Training samples: 10000
Validation samples: 500
Formatting training dataset...
Setting up LoRA...
Unsloth 2025.10.8 patched 32 layers with 32 QKV layers, 32 O layers and 32 MLP layers.
Configuring trainer...

================================================================================
Starting training: config6_r4_alpha8_lr2e4
================================================================================
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 10,000 | Num Epochs = 3 | Total steps = 3,750
O^O/ \_/ \    Batch size per device = 2 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (2 x 4 x 1) = 8
 "-____-"     Trainable parameters = 10,485,760 of 8,040,747,008 (0.13% trained)
                                                    

Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 1.3737, 'grad_norm': 0.7118391394615173, 'learning_rate': 0.0001997863818424566, 'epoch': 0.01}
{'loss': 0.7187, 'grad_norm': 0.32593297958374023, 'learning_rate': 0.00018857142857142857, 'epoch': 0.18}
{'loss': 0.6782, 'grad_norm': 0.3385140597820282, 'learning_rate': 0.00018803738317757008, 'epoch': 0.18}
{'loss': 0.702, 'grad_norm': 0.29273122549057007, 'learning_rate': 0.00018750333778371164, 'epoch': 0.19}
{'loss': 0.7257, 'grad_norm': 0.3258448839187622, 'learning_rate': 0.00018696929238985315, 'epoch': 0.2}
{'loss': 0.6726, 'grad_norm': 0.3529664874076843, 'learning_rate': 0.00018643524699599466, 'epoch': 0.21}
{'loss': 0.6919, 'grad_norm': 0.326656699180603, 'learning_rate': 0.0001859012016021362, 'epoch': 0.22}
{'loss': 0.6986, 'grad_norm': 0.32359984517097473, 'learning_rate': 0.0001853671562082777, 'epoch': 0.22}
{'loss': 0.6751, 'grad_norm': 0.36231333017349243, 'learning_rate': 0.00018483311081441924, 'epoch': 0.23}
{'loss': 0.7213, 'grad_norm': 0.31444910168647766, 'learning_rate': 0.00018429906542056075, 'epoch': 0.24}
{'loss': 0.7079, 'grad_norm': 0.4028303027153015, 'learning_rate': 0.0001837650200267023, 'epoch': 0.25}
{'loss': 0.6711, 'grad_norm': 0.3735502064228058, 'learning_rate': 0.0001832309746328438, 'epoch': 0.26}
{'loss': 0.7206, 'grad_norm': 0.3765380382537842, 'learning_rate': 0.0001826969292389853, 'epoch': 0.26}
{'loss': 0.707, 'grad_norm': 0.3724675476551056, 'learning_rate': 0.00018216288384512684, 'epoch': 0.27}
{'loss': 0.6462, 'grad_norm': 0.2861682176589966, 'learning_rate': 0.00018162883845126838, 'epoch': 0.28}
{'loss': 0.6404, 'grad_norm': 0.35083872079849243, 'learning_rate': 0.0001810947930574099, 'epoch': 0.29}
{'loss': 0.6646, 'grad_norm': 0.3344983160495758, 'learning_rate': 0.0001805607476635514, 'epoch': 0.3}
{'loss': 0.721, 'grad_norm': 0.3001914620399475, 'learning_rate': 0.00018002670226969293, 'epoch': 0.3}
{'loss': 0.6516, 'grad_norm': 0.3419458270072937, 'learning_rate': 0.00017949265687583444, 'epoch': 0.31}
{'loss': 0.7138, 'grad_norm': 0.32889726758003235, 'learning_rate': 0.00017895861148197598, 'epoch': 0.32}
{'loss': 0.6586, 'grad_norm': 0.4319423735141754, 'learning_rate': 0.00017842456608811751, 'epoch': 0.33}
{'loss': 0.6668, 'grad_norm': 0.3599138855934143, 'learning_rate': 0.00017789052069425902, 'epoch': 0.34}
{'loss': 0.7265, 'grad_norm': 0.2560847997665405, 'learning_rate': 0.00017735647530040053, 'epoch': 0.34}
{'loss': 0.7185, 'grad_norm': 0.3512897193431854, 'learning_rate': 0.00017682242990654207, 'epoch': 0.35}
{'loss': 0.6506, 'grad_norm': 0.3038640022277832, 'learning_rate': 0.00017628838451268358, 'epoch': 0.36}
{'loss': 0.6832, 'grad_norm': 0.41097283363342285, 'learning_rate': 0.00017575433911882511, 'epoch': 0.37}
{'loss': 0.7084, 'grad_norm': 0.40175485610961914, 'learning_rate': 0.00017522029372496662, 'epoch': 0.38}
{'loss': 0.667, 'grad_norm': 0.3040468394756317, 'learning_rate': 0.00017468624833110816, 'epoch': 0.38}
{'loss': 0.6251, 'grad_norm': 0.2903330624103546, 'learning_rate': 0.00017415220293724967, 'epoch': 0.39}
{'loss': 0.6639, 'grad_norm': 0.2956523895263672, 'learning_rate': 0.00017361815754339118, 'epoch': 0.4}
{'loss': 0.678, 'grad_norm': 0.33146294951438904, 'learning_rate': 0.00017308411214953274, 'epoch': 0.41}
{'loss': 0.6973, 'grad_norm': 0.29687127470970154, 'learning_rate': 0.00017255006675567425, 'epoch': 0.42}
{'loss': 0.6835, 'grad_norm': 0.3325817883014679, 'learning_rate': 0.00017201602136181576, 'epoch': 0.42}
{'loss': 0.7298, 'grad_norm': 0.3989435136318207, 'learning_rate': 0.00017148197596795727, 'epoch': 0.43}
{'loss': 0.646, 'grad_norm': 0.2771569490432739, 'learning_rate': 0.0001709479305740988, 'epoch': 0.44}
{'loss': 0.7299, 'grad_norm': 0.4623313546180725, 'learning_rate': 0.00017041388518024034, 'epoch': 0.45}
{'loss': 0.6597, 'grad_norm': 0.33643192052841187, 'learning_rate': 0.00016987983978638185, 'epoch': 0.46}
{'loss': 0.6637, 'grad_norm': 0.3094630837440491, 'learning_rate': 0.0001693457943925234, 'epoch': 0.46}
{'loss': 0.6817, 'grad_norm': 0.3384397029876709, 'learning_rate': 0.0001688117489986649, 'epoch': 0.47}
{'loss': 0.6326, 'grad_norm': 0.45021164417266846, 'learning_rate': 0.0001682777036048064, 'epoch': 0.48}
{'loss': 0.7193, 'grad_norm': 0.42056697607040405, 'learning_rate': 0.00016774365821094794, 'epoch': 0.49}
{'loss': 0.692, 'grad_norm': 0.3514828681945801, 'learning_rate': 0.00016720961281708948, 'epoch': 0.5}
{'loss': 0.6818, 'grad_norm': 0.39226803183555603, 'learning_rate': 0.000166675567423231, 'epoch': 0.5}
{'loss': 0.6403, 'grad_norm': 0.39112675189971924, 'learning_rate': 0.0001661415220293725, 'epoch': 0.51}
{'loss': 0.6722, 'grad_norm': 0.3100140392780304, 'learning_rate': 0.00016560747663551403, 'epoch': 0.52}
{'loss': 0.6856, 'grad_norm': 0.3738604485988617, 'learning_rate': 0.00016507343124165554, 'epoch': 0.53}
{'loss': 0.6783, 'grad_norm': 0.3883800804615021, 'learning_rate': 0.00016453938584779708, 'epoch': 0.54}
{'loss': 0.6788, 'grad_norm': 0.3345675468444824, 'learning_rate': 0.00016400534045393859, 'epoch': 0.54}
{'loss': 0.6459, 'grad_norm': 0.2699117660522461, 'learning_rate': 0.00016347129506008012, 'epoch': 0.55}
{'loss': 0.6307, 'grad_norm': 0.2950584888458252, 'learning_rate': 0.00016293724966622163, 'epoch': 0.56}
{'loss': 0.6946, 'grad_norm': 0.3724830448627472, 'learning_rate': 0.00016240320427236314, 'epoch': 0.57}
{'loss': 0.7006, 'grad_norm': 0.33156266808509827, 'learning_rate': 0.00016186915887850468, 'epoch': 0.58}
{'loss': 0.6462, 'grad_norm': 0.30392324924468994, 'learning_rate': 0.0001613351134846462, 'epoch': 0.58}
{'loss': 0.6711, 'grad_norm': 0.33573251962661743, 'learning_rate': 0.00016080106809078772, 'epoch': 0.59}
{'loss': 0.6513, 'grad_norm': 0.3324897587299347, 'learning_rate': 0.00016026702269692923, 'epoch': 0.6}
{'loss': 0.6956, 'grad_norm': 0.3405260741710663, 'learning_rate': 0.00015973297730307077, 'epoch': 0.61}
{'loss': 0.6236, 'grad_norm': 0.30288517475128174, 'learning_rate': 0.00015919893190921228, 'epoch': 0.62}
{'loss': 0.6662, 'grad_norm': 0.3502545952796936, 'learning_rate': 0.0001586648865153538, 'epoch': 0.62}
{'loss': 0.6476, 'grad_norm': 0.3805295526981354, 'learning_rate': 0.00015813084112149535, 'epoch': 0.63}
{'loss': 0.6904, 'grad_norm': 0.38597536087036133, 'learning_rate': 0.00015759679572763686, 'epoch': 0.64}
{'loss': 0.7141, 'grad_norm': 0.436593234539032, 'learning_rate': 0.00015706275033377837, 'epoch': 0.65}
{'loss': 0.6596, 'grad_norm': 0.5099055767059326, 'learning_rate': 0.0001565287049399199, 'epoch': 0.66}
{'loss': 0.6988, 'grad_norm': 0.3190918266773224, 'learning_rate': 0.00015599465954606144, 'epoch': 0.66}
{'loss': 0.6584, 'grad_norm': 0.33283731341362, 'learning_rate': 0.00015546061415220295, 'epoch': 0.67}
{'loss': 0.6451, 'grad_norm': 0.31947532296180725, 'learning_rate': 0.00015492656875834446, 'epoch': 0.68}
{'loss': 0.7472, 'grad_norm': 0.3269800841808319, 'learning_rate': 0.000154392523364486, 'epoch': 0.69}
{'loss': 0.6492, 'grad_norm': 0.43052002787590027, 'learning_rate': 0.0001538584779706275, 'epoch': 0.7}
{'loss': 0.6543, 'grad_norm': 0.4450041949748993, 'learning_rate': 0.00015332443257676904, 'epoch': 0.7}
{'loss': 0.6702, 'grad_norm': 0.3800365924835205, 'learning_rate': 0.00015279038718291055, 'epoch': 0.71}
{'loss': 0.6487, 'grad_norm': 0.3681153953075409, 'learning_rate': 0.00015225634178905209, 'epoch': 0.72}
{'loss': 0.656, 'grad_norm': 0.31400156021118164, 'learning_rate': 0.0001517222963951936, 'epoch': 0.73}
{'loss': 0.6508, 'grad_norm': 0.3220032751560211, 'learning_rate': 0.0001511882510013351, 'epoch': 0.74}
{'loss': 0.6558, 'grad_norm': 0.35699018836021423, 'learning_rate': 0.00015065420560747664, 'epoch': 0.74}
{'loss': 0.6984, 'grad_norm': 0.38744401931762695, 'learning_rate': 0.00015012016021361818, 'epoch': 0.75}
{'loss': 0.69, 'grad_norm': 0.484500914812088, 'learning_rate': 0.00014958611481975968, 'epoch': 0.76}
{'loss': 0.6331, 'grad_norm': 0.42699411511421204, 'learning_rate': 0.00014905206942590122, 'epoch': 0.77}
{'loss': 0.703, 'grad_norm': 0.3738514184951782, 'learning_rate': 0.00014851802403204273, 'epoch': 0.78}
{'loss': 0.6628, 'grad_norm': 0.3286191523075104, 'learning_rate': 0.00014798397863818424, 'epoch': 0.78}
{'loss': 0.6655, 'grad_norm': 0.4038204848766327, 'learning_rate': 0.00014744993324432578, 'epoch': 0.79}
{'loss': 0.6217, 'grad_norm': 0.38862401247024536, 'learning_rate': 0.0001469158878504673, 'epoch': 0.8}
{'loss': 0.6568, 'grad_norm': 0.37090060114860535, 'learning_rate': 0.00014638184245660882, 'epoch': 0.81}
{'loss': 0.6552, 'grad_norm': 0.410186767578125, 'learning_rate': 0.00014584779706275033, 'epoch': 0.82}
{'loss': 0.7489, 'grad_norm': 0.3208751678466797, 'learning_rate': 0.00014531375166889187, 'epoch': 0.82}
{'loss': 0.6296, 'grad_norm': 0.3489096760749817, 'learning_rate': 0.00014477970627503338, 'epoch': 0.83}
{'loss': 0.6477, 'grad_norm': 0.4018864929676056, 'learning_rate': 0.0001442456608811749, 'epoch': 0.84}
{'loss': 0.6767, 'grad_norm': 0.36595460772514343, 'learning_rate': 0.00014371161548731642, 'epoch': 0.85}
{'loss': 0.6856, 'grad_norm': 0.44845911860466003, 'learning_rate': 0.00014317757009345796, 'epoch': 0.86}
{'loss': 0.6596, 'grad_norm': 0.3974864184856415, 'learning_rate': 0.00014264352469959947, 'epoch': 0.86}
{'loss': 0.6682, 'grad_norm': 0.4186108112335205, 'learning_rate': 0.000142109479305741, 'epoch': 0.87}
{'loss': 0.6556, 'grad_norm': 0.3586856424808502, 'learning_rate': 0.00014157543391188254, 'epoch': 0.88}
{'loss': 0.6449, 'grad_norm': 0.39187607169151306, 'learning_rate': 0.00014104138851802405, 'epoch': 0.89}
{'loss': 0.6978, 'grad_norm': 0.4795498549938202, 'learning_rate': 0.00014050734312416556, 'epoch': 0.9}
{'loss': 0.6236, 'grad_norm': 0.30038517713546753, 'learning_rate': 0.00013997329773030707, 'epoch': 0.9}
{'loss': 0.6092, 'grad_norm': 0.4575892388820648, 'learning_rate': 0.0001394392523364486, 'epoch': 0.91}
{'loss': 0.6783, 'grad_norm': 0.365311861038208, 'learning_rate': 0.00013890520694259014, 'epoch': 0.92}
{'loss': 0.6417, 'grad_norm': 0.3561428487300873, 'learning_rate': 0.00013837116154873165, 'epoch': 0.93}
{'loss': 0.7128, 'grad_norm': 0.5481484532356262, 'learning_rate': 0.00013783711615487318, 'epoch': 0.94}
{'loss': 0.6558, 'grad_norm': 0.33331435918807983, 'learning_rate': 0.0001373030707610147, 'epoch': 0.94}
{'loss': 0.6591, 'grad_norm': 0.34868040680885315, 'learning_rate': 0.0001367690253671562, 'epoch': 0.95}
{'loss': 0.6985, 'grad_norm': 0.3966173529624939, 'learning_rate': 0.00013623497997329774, 'epoch': 0.96}
{'loss': 0.6363, 'grad_norm': 0.34826424717903137, 'learning_rate': 0.00013570093457943927, 'epoch': 0.97}
{'loss': 0.6404, 'grad_norm': 0.32022711634635925, 'learning_rate': 0.00013516688918558078, 'epoch': 0.98}
{'loss': 0.6451, 'grad_norm': 0.3619239926338196, 'learning_rate': 0.0001346328437917223, 'epoch': 0.98}
{'loss': 0.6959, 'grad_norm': 0.45864689350128174, 'learning_rate': 0.00013409879839786383, 'epoch': 0.99}
{'loss': 0.6747, 'grad_norm': 0.36603787541389465, 'learning_rate': 0.00013356475300400534, 'epoch': 1.0}
{'loss': 0.5677, 'grad_norm': 0.4741908013820648, 'learning_rate': 0.00013303070761014687, 'epoch': 1.01}
{'loss': 0.5928, 'grad_norm': 0.46139493584632874, 'learning_rate': 0.00013249666221628838, 'epoch': 1.02}
{'loss': 0.5635, 'grad_norm': 0.3996303081512451, 'learning_rate': 0.00013196261682242992, 'epoch': 1.02}
{'loss': 0.5692, 'grad_norm': 0.501745879650116, 'learning_rate': 0.00013142857142857143, 'epoch': 1.03}
{'loss': 0.5933, 'grad_norm': 0.4582846462726593, 'learning_rate': 0.00013089452603471294, 'epoch': 1.04}
{'loss': 0.6008, 'grad_norm': 0.4108402132987976, 'learning_rate': 0.0001303604806408545, 'epoch': 1.05}
{'loss': 0.5901, 'grad_norm': 0.3582436442375183, 'learning_rate': 0.000129826435246996, 'epoch': 1.06}
{'loss': 0.5958, 'grad_norm': 0.4956722855567932, 'learning_rate': 0.00012929238985313752, 'epoch': 1.06}
{'loss': 0.5963, 'grad_norm': 0.42934805154800415, 'learning_rate': 0.00012875834445927903, 'epoch': 1.07}
{'loss': 0.5899, 'grad_norm': 0.5341302752494812, 'learning_rate': 0.00012822429906542056, 'epoch': 1.08}
{'loss': 0.5924, 'grad_norm': 0.5878846049308777, 'learning_rate': 0.0001276902536715621, 'epoch': 1.09}
{'loss': 0.602, 'grad_norm': 0.5028613209724426, 'learning_rate': 0.0001271562082777036, 'epoch': 1.1}
{'loss': 0.6083, 'grad_norm': 0.4432745575904846, 'learning_rate': 0.00012662216288384515, 'epoch': 1.1}
{'loss': 0.5677, 'grad_norm': 0.4463781714439392, 'learning_rate': 0.00012608811748998666, 'epoch': 1.11}
{'loss': 0.6012, 'grad_norm': 0.41471943259239197, 'learning_rate': 0.00012555407209612816, 'epoch': 1.12}
{'loss': 0.6039, 'grad_norm': 0.5046402812004089, 'learning_rate': 0.0001250200267022697, 'epoch': 1.13}
{'loss': 0.621, 'grad_norm': 0.49641773104667664, 'learning_rate': 0.00012448598130841124, 'epoch': 1.14}
{'loss': 0.5617, 'grad_norm': 0.36467888951301575, 'learning_rate': 0.00012395193591455275, 'epoch': 1.14}
{'loss': 0.6023, 'grad_norm': 0.4644210636615753, 'learning_rate': 0.00012341789052069426, 'epoch': 1.15}
{'loss': 0.6022, 'grad_norm': 0.45744264125823975, 'learning_rate': 0.0001228838451268358, 'epoch': 1.16}
{'loss': 0.5367, 'grad_norm': 0.4633462429046631, 'learning_rate': 0.0001223497997329773, 'epoch': 1.17}
{'loss': 0.5897, 'grad_norm': 0.42654603719711304, 'learning_rate': 0.00012181575433911882, 'epoch': 1.18}
{'loss': 0.6042, 'grad_norm': 0.4768052101135254, 'learning_rate': 0.00012128170894526036, 'epoch': 1.18}
{'loss': 0.5987, 'grad_norm': 0.5616681575775146, 'learning_rate': 0.00012074766355140188, 'epoch': 1.19}
{'loss': 0.5433, 'grad_norm': 0.6046043038368225, 'learning_rate': 0.00012021361815754339, 'epoch': 1.2}
{'loss': 0.5871, 'grad_norm': 0.6128513813018799, 'learning_rate': 0.00011967957276368491, 'epoch': 1.21}
{'loss': 0.6181, 'grad_norm': 0.5433838367462158, 'learning_rate': 0.00011914552736982645, 'epoch': 1.22}
{'loss': 0.5885, 'grad_norm': 0.5177456736564636, 'learning_rate': 0.00011861148197596796, 'epoch': 1.22}
{'loss': 0.5979, 'grad_norm': 0.5645192861557007, 'learning_rate': 0.00011807743658210948, 'epoch': 1.23}
{'loss': 0.5972, 'grad_norm': 0.4283658564090729, 'learning_rate': 0.00011754339118825102, 'epoch': 1.24}
{'loss': 0.6022, 'grad_norm': 0.4951283037662506, 'learning_rate': 0.00011700934579439253, 'epoch': 1.25}
{'loss': 0.5668, 'grad_norm': 0.4985368847846985, 'learning_rate': 0.00011647530040053405, 'epoch': 1.26}
{'loss': 0.596, 'grad_norm': 0.7224979400634766, 'learning_rate': 0.00011594125500667556, 'epoch': 1.26}
{'loss': 0.5969, 'grad_norm': 0.4480522871017456, 'learning_rate': 0.0001154072096128171, 'epoch': 1.27}
{'loss': 0.5817, 'grad_norm': 0.45931950211524963, 'learning_rate': 0.00011487316421895862, 'epoch': 1.28}
{'loss': 0.5886, 'grad_norm': 0.5252848863601685, 'learning_rate': 0.00011433911882510013, 'epoch': 1.29}
{'loss': 0.6866, 'grad_norm': 0.559486448764801, 'learning_rate': 0.00011380507343124168, 'epoch': 1.3}
{'loss': 0.6036, 'grad_norm': 0.5494579076766968, 'learning_rate': 0.00011327102803738319, 'epoch': 1.3}
{'loss': 0.596, 'grad_norm': 0.4879581928253174, 'learning_rate': 0.00011273698264352471, 'epoch': 1.31}
{'loss': 0.5614, 'grad_norm': 0.5396652221679688, 'learning_rate': 0.00011220293724966622, 'epoch': 1.32}
{'loss': 0.5638, 'grad_norm': 0.6373549699783325, 'learning_rate': 0.00011166889185580775, 'epoch': 1.33}
{'loss': 0.5519, 'grad_norm': 0.5145823955535889, 'learning_rate': 0.00011113484646194928, 'epoch': 1.34}
{'loss': 0.5881, 'grad_norm': 0.6030011773109436, 'learning_rate': 0.00011060080106809079, 'epoch': 1.34}
{'loss': 0.5919, 'grad_norm': 0.44490107893943787, 'learning_rate': 0.00011006675567423232, 'epoch': 1.35}
{'loss': 0.5811, 'grad_norm': 0.43996620178222656, 'learning_rate': 0.00010953271028037384, 'epoch': 1.36}
{'loss': 0.5893, 'grad_norm': 0.47266602516174316, 'learning_rate': 0.00010899866488651535, 'epoch': 1.37}
{'loss': 0.5714, 'grad_norm': 0.44962459802627563, 'learning_rate': 0.00010846461949265688, 'epoch': 1.38}
{'loss': 0.5941, 'grad_norm': 0.468990296125412, 'learning_rate': 0.00010793057409879841, 'epoch': 1.38}
{'loss': 0.5389, 'grad_norm': 0.5613850355148315, 'learning_rate': 0.00010739652870493992, 'epoch': 1.39}
{'loss': 0.623, 'grad_norm': 0.47238558530807495, 'learning_rate': 0.00010686248331108144, 'epoch': 1.4}
{'loss': 0.5634, 'grad_norm': 0.5026029944419861, 'learning_rate': 0.00010632843791722298, 'epoch': 1.41}
{'loss': 0.5875, 'grad_norm': 0.5833238959312439, 'learning_rate': 0.00010579439252336449, 'epoch': 1.42}
{'loss': 0.5879, 'grad_norm': 0.6338862180709839, 'learning_rate': 0.00010526034712950601, 'epoch': 1.42}
{'loss': 0.632, 'grad_norm': 0.578133225440979, 'learning_rate': 0.00010472630173564752, 'epoch': 1.43}
{'loss': 0.5945, 'grad_norm': 0.4468608796596527, 'learning_rate': 0.00010419225634178906, 'epoch': 1.44}
{'loss': 0.5059, 'grad_norm': 0.5115406513214111, 'learning_rate': 0.00010365821094793058, 'epoch': 1.45}
{'loss': 0.5971, 'grad_norm': 0.5695720314979553, 'learning_rate': 0.00010312416555407209, 'epoch': 1.46}
{'loss': 0.6096, 'grad_norm': 0.4810065031051636, 'learning_rate': 0.00010259012016021363, 'epoch': 1.46}
{'loss': 0.5525, 'grad_norm': 0.5020376443862915, 'learning_rate': 0.00010205607476635515, 'epoch': 1.47}
{'loss': 0.6342, 'grad_norm': 0.5188254714012146, 'learning_rate': 0.00010152202937249666, 'epoch': 1.48}
{'loss': 0.5779, 'grad_norm': 0.6068457961082458, 'learning_rate': 0.00010098798397863818, 'epoch': 1.49}
{'loss': 0.5753, 'grad_norm': 0.46107903122901917, 'learning_rate': 0.00010045393858477972, 'epoch': 1.5}
{'loss': 0.5593, 'grad_norm': 0.5188695788383484, 'learning_rate': 9.991989319092123e-05, 'epoch': 1.5}
{'loss': 0.6078, 'grad_norm': 0.520192563533783, 'learning_rate': 9.938584779706276e-05, 'epoch': 1.51}
{'loss': 0.5633, 'grad_norm': 0.4331505298614502, 'learning_rate': 9.885180240320427e-05, 'epoch': 1.52}
{'loss': 0.5477, 'grad_norm': 0.6058899164199829, 'learning_rate': 9.831775700934581e-05, 'epoch': 1.53}
{'loss': 0.5742, 'grad_norm': 0.5653498768806458, 'learning_rate': 9.778371161548732e-05, 'epoch': 1.54}
{'loss': 0.5938, 'grad_norm': 0.4469345211982727, 'learning_rate': 9.724966622162884e-05, 'epoch': 1.54}
{'loss': 0.5682, 'grad_norm': 0.5182225108146667, 'learning_rate': 9.671562082777038e-05, 'epoch': 1.55}
{'loss': 0.5537, 'grad_norm': 0.538972795009613, 'learning_rate': 9.618157543391188e-05, 'epoch': 1.56}
{'loss': 0.5399, 'grad_norm': 0.4596411883831024, 'learning_rate': 9.564753004005341e-05, 'epoch': 1.57}
{'loss': 0.6018, 'grad_norm': 0.5631588697433472, 'learning_rate': 9.511348464619493e-05, 'epoch': 1.58}
{'loss': 0.581, 'grad_norm': 0.5049766302108765, 'learning_rate': 9.457943925233645e-05, 'epoch': 1.58}
{'loss': 0.5793, 'grad_norm': 0.7947441935539246, 'learning_rate': 9.404539385847798e-05, 'epoch': 1.59}
{'loss': 0.5619, 'grad_norm': 0.6259042024612427, 'learning_rate': 9.35113484646195e-05, 'epoch': 1.6}
{'loss': 0.5768, 'grad_norm': 0.4810004234313965, 'learning_rate': 9.297730307076102e-05, 'epoch': 1.61}
{'loss': 0.5671, 'grad_norm': 0.5997658967971802, 'learning_rate': 9.244325767690254e-05, 'epoch': 1.62}
{'loss': 0.5648, 'grad_norm': 0.7011457085609436, 'learning_rate': 9.190921228304407e-05, 'epoch': 1.62}
{'loss': 0.6014, 'grad_norm': 0.529826819896698, 'learning_rate': 9.137516688918557e-05, 'epoch': 1.63}
